Dept,Course,Last Name,Term,Year,Item 1,Item 2,Item 3,Item 4,Item 5,Item 6,Course Workload,I would recommend this course,I attended class,Inspired to learn subject matter,Number Invited,Number of Survey Responses,Course Code
MCS,Soft Tools  Sys Prog CSC209H5SLEC0102,Dema,Winter,2018,42,41,3,38,31,29,43,29,,31,79,15,CSC209H5
CHMPS,Techniques in Structural Bio JCP463H5SLEC0101,Rauscher,Winter,2018,42,45,46,45,43,42,31,41,,38,25,13,JCP463H5
UMGGR,The Geography of Transprtation GGR370H5SPRA0101,Buliung,Winter,2018,42,43,43,44,44,41,3,42,,42,35,16,GGR370H5
HISCL,Topics in Classics CLA395H5SLEC0101,Fulton,Winter,2018,42,43,45,46,46,4,31,4,,4,30,11,CLA395H5
UMVIS,Top in Visual Culture  Com VCC290H5SLEC0101,Logan,Winter,2018,42,42,4,4,41,38,32,39,,39,46,27,VCC290H5
ICC,Finance and Writing WRI360H5SLEC0101,Allen,Winter,2018,42,42,43,39,39,38,36,39,,39,32,28,WRI360H5
UMBIO,Fld Mthd  Stat Anal in Ecol BIO313H5SPRA0101,McMeans,Winter,2018,42,41,46,44,46,4,28,44,,43,26,12,BIO313H5
MCS,Comput Complex  Comput CSC363H5SLEC0101,Maccio,Winter,2018,42,4,46,4,37,39,3,33,,31,86,27,CSC363H5
UMMGT,Crit Thinking Anal Decision MGT420H5SLEC0102,Schumann,Winter,2018,42,44,42,44,43,41,32,44,,4,55,20,MGT420H5
ANTRL,Culture and Communication ANT206H5SLEC0101,Hillewaert,Winter,2018,42,43,44,37,38,4,34,37,,35,118,38,ANT206H5
ENGDR,Digital Texts ENG381H5SLEC0101,OFlynn,Winter,2018,42,41,44,47,47,42,31,45,,43,43,10,ENG381H5
ICC,EBusiness Strategies MGD415H5SLEC0101,Farooqi,Winter,2018,42,42,48,45,46,44,28,44,,42,71,18,MGD415H5
ICC,Expressive Writing WRI203H5SLEC0107,Price,Winter,2018,42,43,49,48,46,45,38,4,,4,28,10,WRI203H5
ICC,Expressive Writing WRI203H5SLEC0104,Sethi,Winter,2018,42,45,47,45,45,42,38,43,,39,34,17,WRI203H5
FGI,Intermediate Arabic ARA311H5SLEC0101,Elrefaei,Winter,2018,42,46,49,47,48,47,28,45,,45,39,30,ARA311H5
HISCL,Intro Diaspora Transl II DTS202H5SLEC0101,Elam,Winter,2018,42,42,42,4,4,38,32,42,,4,14,5,DTS202H5
UMPSY,Intro Psychology PSY100Y5YLEC0101,Urbszat,Winter,2018,42,44,42,35,35,37,35,37,,39,356,119,PSY100Y5
UMPSY,Intro Psychology PSY100Y5YLEC0102,Urbszat,Winter,2018,42,43,39,34,33,34,4,34,,38,161,54,PSY100Y5
UMMGT,Intro to Market Mgmt MGT353H5SLEC0102,Parhar,Winter,2018,42,42,4,42,4,4,33,38,,4,33,6,MGT353H5
MCS,Linear Algebra I MAT223H5SLEC0101,Thind,Winter,2018,42,45,43,45,44,41,31,43,,38,119,29,MAT223H5
UMPHL,Issues in Philosophy of Law PHL370H5SLEC0101,Sepielli,Winter,2018,42,41,4,4,39,39,29,41,,39,66,21,PHL370H5
UMMGT,Labour Relations MGM364H5SLEC0101,Radhakrishnan,Winter,2018,42,4,38,38,33,35,35,3,,32,19,7,MGM364H5
UMPHL,kant PHL314H5SLEC0101,Ware,Winter,2018,42,44,43,43,43,42,34,39,,42,27,9,PHL314H5
HISCL,Intro to Roman History CLA231H5SLEC0101,Easton,Winter,2018,42,43,43,36,38,4,33,37,,38,68,23,CLA231H5
HISCL,Intro Euro History 13001815 HIS230H5SLEC0101,Cowan,Winter,2018,42,41,42,38,38,38,36,38,,4,62,32,HIS230H5
FGI,Functional FrenchNovice FSL105H5FLEC0101,Hong Kim,Fall,2017,42,44,5,46,43,46,3,39,,38,10,9,FSL105H5
FGI,Classical Chinese CHI311H5FLEC0101,Ma,Fall,2017,42,42,43,44,44,41,29,42,,36,74,32,CHI311H5
ICC,Devlp Manag Comm Campgns Proj CCT302H5FLEC0101,Gevorgyan,Fall,2017,42,43,48,47,46,45,29,45,,44,63,16,CCT302H5
UMMGT,Entrepreneurial Strategy MGT494H5FLEC0101,Lacetera,Fall,2017,42,44,47,45,45,45,35,45,,41,38,31,MGT494H5
UMGGR,Environmental Soil Science GGR307H5FLEC0101,Phillips,Fall,2017,42,43,45,43,45,4,33,35,,36,21,13,GGR307H5
UMBIO,Epigenetics BIO347H5FLEC0101,Braeutigam,Fall,2017,42,42,37,34,32,34,41,3,,38,35,17,BIO347H5
UMPHL,Epistemology PHL333H5FLEC0101,Nagel,Fall,2017,42,46,44,45,45,43,31,41,,39,33,12,PHL333H5
UMSOC,Crime Prevention and Security SOC316H5FLEC0101,Tatham,Fall,2017,42,43,47,42,42,43,3,44,,41,59,26,SOC316H5
UMPHL,Issues in Political Philosophy PHL365H5FLEC0101,Ware,Fall,2017,42,41,45,4,41,42,33,38,,34,41,38,PHL365H5
UMBIO,Laboratory Animal Physiology BIO409H5FLEC0101,Orchard,Fall,2017,42,4,36,38,36,34,36,34,,38,36,5,BIO409H5
UMMGT,Operations Mgmt MGT374H5FLEC0101,Trippen,Fall,2017,42,43,47,44,44,43,34,41,,4,49,29,MGT374H5
ICC,Mind Media and Representation CCT314H5FLEC0101,Maharajh,Fall,2017,42,42,43,42,42,37,31,36,,35,65,22,CCT314H5
UMSOC,Measuring the Social World SOC222H5FLEC0101,Pettinicchio,Fall,2017,42,43,47,46,46,42,33,4,,36,136,62,SOC222H5
UMMGT,Management Control MGT428H5FLEC0101,Wahid,Fall,2017,42,42,44,41,41,39,3,4,,38,45,36,MGT428H5
MCS,Intro to Mathem Proofs MAT102H5FLEC0104,Madill,Fall,2017,42,42,47,4,4,41,34,33,,37,110,47,MAT102H5
HISCL,Intro to Greek History CLA230H5FLEC0101,Chrubasik,Fall,2017,42,43,46,38,41,38,3,41,,35,48,31,CLA230H5
UMPHL,Intro to Philosophy II PHL102H5FLEC0101,Nagel,Fall,2017,42,43,45,38,38,38,33,38,,33,45,12,PHL102H5
MCS,Intro Theory Computation CSC236H5FLEC0103,Sharmin,Fall,2017,42,4,48,43,38,38,36,34,,34,37,10,CSC236H5
UMMGT,Intro Internat Bus MGT491H5FLEC0101,Yousie,Fall,2017,42,44,46,42,45,41,31,44,,44,43,29,MGT491H5
UMBIO,Writ Communic  Health Care HSC300H5FLEC0101,Selkirk,Fall,2017,42,45,45,44,43,42,35,39,,39,32,14,HSC300H5
MCS,Calculus for Life Sciences MAT134Y5YLEC0101,Mousavidehshikh,Summer,2017,42,44,49,39,41,42,36,33,,3,39,24,MAT134Y5
UMPSY,Forensic Psychology PSY344H5SLEC0101,Urbszat,Summer,2017,42,42,4,39,4,38,28,4,,38,65,21,PSY344H5
ICC,Expressive Writing WRI203H5SLEC0102,Currie,Summer,2017,42,45,45,44,44,38,44,38,,43,26,13,WRI203H5
MCS,Intro to Comp Science CSC148H5YLEC0101,Sharmin,Summer,2017,42,44,47,41,43,42,35,38,,39,103,31,CSC148H5
ICC,Social Media Impact of Web20 WRI327H5FLEC0101,Sethi,Summer,2017,42,45,45,45,45,45,33,46,,39,32,11,WRI327H5
ICC,Signs Refs  Meaning CCT210H5FLEC0101,Peden,Summer,2017,42,45,42,41,42,39,32,39,,38,53,14,CCT210H5
HISCL,Intro to South Asian Religions RLG205H5FLEC0101,Rao,Summer,2017,42,42,45,41,41,43,28,42,,41,46,26,RLG205H5
ENGDR,Effective Writing ENG100H5FLEC0101,Wetmore,Summer,2017,42,46,48,46,47,46,28,46,,42,41,21,ENG100H5
ANTRL,Intro to the Anthro of Ethics ANT215H5FLEC0101,Sidnell,Summer,2017,42,44,45,43,43,43,27,44,,41,52,20,ANT215H5
UMPOL,Political Theory POL200Y5YLEC0101,Amani,Summer,2017,42,44,45,42,42,41,36,39,,39,27,20,POL200Y5
UMSOC,Sociology of Education SOC224H5FLEC0101,Albert,Fall,2017,42,43,45,41,42,41,31,41,,37,125,44,SOC224H5
UMSOC,Social Change SOC340H5FLEC0101,Rault,Fall,2017,42,39,45,41,44,41,29,42,,43,36,13,SOC340H5
UMECO,Soc  Eco Det Lab Mkt Outcomes ECO318H5FLEC0101,Serafinelli,Fall,2017,42,44,42,44,44,46,22,44,,36,17,6,ECO318H5
CHMPS,Organic Synthesis CHM345H5FLEC0101,Strautmanis,Fall,2017,42,41,41,41,39,34,36,34,,4,66,18,CHM345H5
UMPSY,Neuroplasticity and Behaviour PSY397H5FLEC0101,Gerlai,Fall,2017,42,43,42,4,42,39,3,4,,4,94,24,PSY397H5
ANTRL,Intro Forensic Ant ANT205H5SLEC0101,Wood,Winter,2017,42,42,43,39,39,39,3,39,,38,91,78,ANT205H5
ANTRL,Adv SemSociocult  Ling AnthrANT461H5SLEC0101,Muehlebach,Winter,2017,42,47,43,42,42,41,29,43,,44,20,12,ANT461H5
UMBIO,Animal Behaviour Lecture BIO328H5YLEC0101,Gwynne,Winter,2017,42,42,48,38,38,37,27,37,,4,18,6,BIO328H5
UMBIO,Plant Ecology BIO330H5SLEC0101,Kotanen,Winter,2017,42,43,46,46,46,41,33,45,,41,63,22,BIO330H5
ANTRL,Meaning Self Society ANT365H5SLEC0101,Sidnell,Winter,2017,42,42,44,43,44,43,32,39,,41,42,12,ANT365H5
UMMGT,Management Acctg 1 MGT223H5FLEC0101,Vyas,Summer,2017,42,42,48,42,44,42,28,42,,38,23,5,MGT223H5
UMPOL,Politics in the Global World POL114H5FLEC0101,Cavoukian,Summer,2017,42,45,45,38,38,38,33,4,,4,35,19,POL114H5
UMPSY,Intro to Social Psy PSY220H5FLEC0101,Walker,Summer,2017,42,47,45,37,38,43,31,43,,41,43,21,PSY220H5
CHMPS,Org Chm Mech and Struct CHM341H5SLEC0101,Strautmanis,Winter,2017,42,42,41,4,39,36,33,35,,37,41,13,CHM341H5
UMVIS,Topics in Cinema Studies CIN401H5SLEC0101,Price,Winter,2017,42,38,44,42,44,38,28,42,,36,18,5,CIN401H5
CHMPS,Separations ChromatographyCHM416H5SLEC0101,Sedighi,Winter,2017,42,44,4,44,44,38,3,42,,42,12,6,CHM416H5
UMVIS,Topics in Cinema Studies CIN290H5SLEC0101,Stoddard,Winter,2017,42,45,44,42,44,42,29,44,,4,131,40,CIN290H5
MCS,Intro to Comp Science CSC148H5SLEC0102,Chaturvedi,Winter,2017,42,43,36,39,4,37,34,35,,41,128,41,CSC148H5
MCS,Intro to Comp Science CSC148H5SLEC0103,Zingaro,Winter,2017,42,42,46,39,38,38,33,37,,4,199,68,CSC148H5
FGI,Functional FRE  Adv BeginnerFSL106H5SLEC0101,Farsandaj,Winter,2017,42,46,46,45,45,42,33,41,,43,30,23,FSL106H5
FGI,Functional FrenchIntermediateFSL205Y5YLEC0101,Phillips,Winter,2017,42,43,42,41,41,4,31,41,,44,33,12,FSL205Y5
UMECO,Macroec Theory  Policy ECO202Y5YLEC0201,Yu,Winter,2017,42,44,44,42,42,4,31,41,,39,132,42,ECO202Y5
ENGDR,Modern  Cntmpr Theatre  Dra DRE122H5SLEC0101,Jansen,Winter,2017,42,43,46,41,36,36,33,37,,37,39,13,DRE122H5
UMECO,Public Economics ECO336Y5YLEC0101,McMillan,Winter,2017,42,42,44,41,42,4,32,4,,38,70,47,ECO336Y5
UMECO,Special Topics in Economics ECO352H5SLEC0102,DSouza,Winter,2017,42,44,43,44,43,41,33,37,,39,23,15,ECO352H5
ENGDR,Brit Lit Medieval  Romantic ENG202Y5YLEC0101,Scoville,Winter,2017,42,44,46,43,44,41,31,41,,37,108,43,ENG202Y5
FGI,Italian for Beginners ITA100Y5YLEC0103,Lobalsamo,Winter,2017,42,44,44,41,42,42,28,41,,34,43,18,ITA100Y5
UMBIO,Data and Info Visualization HSC301H5SLEC0101,Jenkinson,Winter,2017,42,43,47,39,34,41,32,4,,42,18,9,HSC301H5
HISCL,Topics in History HIS395H5SLEC0101,Gettler,Winter,2017,42,44,42,41,44,42,32,42,,41,34,18,HIS395H5
FGI,Introductory Latin LAT100Y5YLEC0101,Gearey,Winter,2017,42,46,48,46,48,42,32,39,,42,28,13,LAT100Y5
FGI,Phonetics and Phonology in EngLIN335H5SLEC0101,Schertz,Winter,2017,42,43,44,43,44,41,34,4,,4,42,23,LIN335H5
FGI,Intro to Romance Linguistics LIN376H5SLEC0101,Troberg,Winter,2017,42,43,44,41,41,4,38,37,,38,42,23,LIN376H5
MCS,Intro to Discrete Mathematics MAT202H5SLEC0101,Tvalavadze,Winter,2017,42,44,45,43,43,42,29,43,,4,150,43,MAT202H5
ICC,Enterprise Risk Management MGD426H5SLEC0101,Richardson,Winter,2017,42,45,45,43,45,43,32,43,,42,62,12,MGD426H5
UMMGT,Fin Acct Theo Pol 1 MGT224H5SLEC0103,Thomas,Winter,2017,42,45,42,41,41,37,41,32,,4,24,23,MGT224H5
UMMGT,Fin Acct Theo Pol 1 MGT224H5SLEC0101,Thomas,Winter,2017,42,43,39,4,41,37,4,34,,4,45,34,MGT224H5
UMMGT,Investments MGT330H5SLEC0101,Yung,Winter,2017,42,4,4,38,4,37,33,4,,4,20,7,MGT330H5
UMMGT,Crit Thinking Anal DecisionMGT420H5SLEC0102,Schumann,Winter,2017,42,43,45,44,42,38,33,38,,39,54,32,MGT420H5
UMMGT,Info SysTech  IT Assurance MGT422H5SLEC0101,Khan,Winter,2017,42,41,45,41,4,38,31,35,,35,46,21,MGT422H5
UMSOC,Gender Crime and Justice SOC219H5SLEC0101,Klassen,Winter,2017,42,44,42,41,42,38,29,41,,37,177,44,SOC219H5
UMPSY,Abnormal Psy Adult Disorders PSY340H5SLEC0101,Morgan,Winter,2017,42,41,44,38,37,37,3,39,,41,89,29,PSY340H5
UMPSY,Theory Psychotherapy PSY343H5SLEC0101,Carlson,Winter,2017,42,45,42,38,35,39,39,39,,43,38,13,PSY343H5
UMPSY,Interpersonal Relationships PSY327H5SLEC0101,Walker,Winter,2017,42,44,42,38,38,4,32,4,,41,142,60,PSY327H5
UMPSY,Intro Psychology PSY100Y5YPRA0114,Graham,Winter,2017,42,45,47,42,42,41,28,42,,4,60,25,PSY100Y5
UMPSY,Intro Cognitive Psy PSY270H5SLEC0101,Fukuda,Winter,2017,42,45,46,44,44,43,29,43,,38,126,56,PSY270H5
UMPSY,Intro Psychology PSY100Y5YPRA0101,Graham,Winter,2017,42,43,39,41,39,38,31,4,,41,43,15,PSY100Y5
UMPOL,Comp Foreign Policy POL327Y5YLEC0101,Jurgensen,Winter,2017,42,43,41,37,38,36,32,36,,39,47,19,POL327Y5
CHMPS,Intro to Biomedical Physics PHY255H5SLEC0101,Samim,Winter,2017,42,46,46,42,46,4,26,42,,44,9,5,PHY255H5
MCS,Experimental Design STA305H5SLEC0102,Al Labadi,Winter,2017,42,45,48,47,46,43,32,44,,37,64,13,STA305H5
UMSOC,Identity Crime SOC423H5SLEC0101,Innocente,Winter,2017,42,43,43,4,4,37,31,36,,37,44,16,SOC423H5
UMSOC,Seminar  Sociology of Work SOC412H5SLEC0101,Kervin,Winter,2017,42,43,43,43,43,4,33,37,,42,10,6,SOC412H5
UMSOC,Sociology of Crime SOC379H5SLEC0101,Levinsky,Winter,2017,42,42,44,41,41,43,32,4,,41,48,17,SOC379H5
UMSOC,Soc of Org  Indust Relat SOC361H5SLEC0101,Kervin,Winter,2017,42,45,47,43,44,41,29,44,,38,68,20,SOC361H5
UMSOC,Sociology of Punishment SOC371H5SLEC0101,Goodman,Winter,2017,42,43,43,39,4,37,37,37,,38,41,25,SOC371H5
HISCL,WGS Practicum WGS435Y5YLEC0101,Simalchik,Winter,2017,42,4,42,42,42,4,32,46,,46,12,5,WGS435Y5
ICC,Expressive Writing WRI203H5SLEC0101,Price,Winter,2017,42,45,42,46,47,37,39,36,,35,29,12,WRI203H5
CHMPS,Math and Computational Physics PHY325H5FLEC0101,Moore,Fall,2016,42,4,44,4,42,36,38,37,,4,37,19,PHY325H5
ENGDR,Adv St Lit since the 18th Cen ENG472H5FLEC0101,White,Fall,2016,42,42,4,4,41,39,31,37,,37,14,9,ENG472H5
CHMPS,Intro to Astronomical Observ AST110H5FLEC0101,Lester,Fall,2016,42,44,42,39,42,35,33,36,,39,24,13,AST110H5
CHMPS,Instrumental Laboratory I CHM396H5FPRA0101,Doughan,Fall,2016,42,47,43,42,42,39,39,38,,38,13,10,CHM396H5
ANTRL,Anthropology of Gender ANT335H5FLEC0101,Hillewaert,Fall,2016,42,43,43,39,4,39,38,37,,36,47,27,ANT335H5
HISCL,Crit Race Theory in WGS WGS350H5FLEC0101,Khosla,Fall,2016,42,45,4,45,45,41,33,43,,43,36,10,WGS350H5
HISCL,Gender Cyberspace  New IT WGS355H5FLEC0101,TahmasebiBirgani,Fall,2016,42,42,43,4,41,4,3,43,,38,54,20,WGS355H5
ICC,Expressive Writing WRI203H5FLEC0107,Waterman,Fall,2016,42,44,45,41,42,4,33,42,,42,29,27,WRI203H5
ICC,Expressive Writing WRI203H5FLEC0102,Waterman,Fall,2016,42,43,4,42,41,37,35,36,,39,21,18,WRI203H5
MCS,Linear Algebra I MAT223H5FLEC0103,Yang,Fall,2016,42,44,43,43,4,4,33,38,,38,88,26,MAT223H5
MCS,Intro Theory Computation CSC236H5FLEC0102,Zhang,Fall,2016,42,43,42,42,4,39,34,38,,36,122,40,CSC236H5
MCS,Intro to Comp Prog CSC108H5FLEC0102,Petersen,Fall,2016,42,41,46,42,41,4,32,41,,41,156,72,CSC108H5
FGI,Comm  Conflict Resolution EDS210H5FLEC0101,Coulson,Fall,2016,42,45,49,4,42,41,29,44,,41,23,13,EDS210H5
FGI,Learning Design EDS300H5FLEC0101,Danjoux,Fall,2016,42,45,42,4,39,4,34,37,,43,19,10,EDS300H5
FGI,Res Methods in Linguistics LIN468H5FLEC0101,Rehner,Fall,2016,42,43,45,45,46,43,29,39,,39,28,15,LIN468H5
UMSOC,Sociology of Mental Health SOC318H5FLEC0101,Klassen,Fall,2016,42,43,45,43,41,38,33,39,,35,56,15,SOC318H5
UMSOC,Introduction to Sociology SOC100H5FLEC0101,Innocente,Fall,2016,42,43,47,39,39,4,28,42,,39,461,184,SOC100H5
UMPSY,Exp Design  Theory PSY309H5FLEC0101,Carlson,Fall,2016,42,47,48,45,44,43,42,38,,41,39,19,PSY309H5
UMPSY,Intro Abnormal Psy PSY240H5FLEC0101,Farb,Fall,2016,42,43,44,38,39,39,32,42,,41,214,90,PSY240H5
UMPSY,Human Memory PSY372H5FLEC0101,Zimmermann,Fall,2016,42,44,44,43,43,42,31,44,,4,86,48,PSY372H5
UMVIS,Society and Spectacle VCC309H5FLEC0101,Stoddard,Fall,2016,42,43,47,41,41,41,34,39,,39,44,23,VCC309H5
MCS,Probability and Statistics I STA256H5FLEC0101,Nosedal Sanchez,Fall,2016,42,43,47,4,43,4,31,39,,4,138,46,STA256H5
UMBIO,Major Features of VertebEvol BIO356H5FLEC0101,DeBraga,Fall,2016,42,46,44,41,42,4,34,36,,38,33,27,BIO356H5
UMMGT,Advanced Accounting MGT426H5FLEC0101,Schumann,Fall,2016,42,44,44,43,43,41,36,38,,38,42,29,MGT426H5
UMMGT,FuturesOptions Markets MGT438H5FLEC0101,Yung,Fall,2016,42,39,45,44,41,4,42,34,,36,25,14,MGT438H5
UMMGT,FuturesOptions Markets MGT438H5FLEC0102,Yung,Fall,2016,42,42,39,39,39,38,42,37,,4,45,12,MGT438H5
UMMGT,Intro Internat Bus MGT491H5FLEC0101,Yousie,Fall,2016,42,45,46,42,41,43,3,45,,43,49,23,MGT491H5
UMGGR,GIS  Remote Sensing Integratn GGR335H5FLEC0101,He,Fall,2016,42,43,42,43,43,4,35,42,,42,36,24,GGR335H5
UMGGR,Pract in Envirmtl Projct Mngmt ENV332H5FLEC0101,Havelka,Fall,2016,42,42,47,44,45,43,32,41,,33,59,22,ENV332H5
UMMGT,Management Acctg 1 MGT223H5FLEC0102,Iqbal,Fall,2016,42,45,47,44,45,43,3,42,,39,69,51,MGT223H5
UMGGR,Climatology of Cdn Landscapes GGR384H5FLEC0101,Brown,Fall,2016,42,44,47,46,43,42,33,38,,4,23,10,GGR384H5
UMMGT,Analysis for Decision  Con MGM301H5FLEC0101,Trippen,Fall,2016,42,43,47,43,43,4,34,4,,37,58,52,MGM301H5
HISCL,Topics in Sth Asian Rlg RLG360H5FLEC0101,Jafri,Summer,2022,419,444,413,413,406,388,331,363,,369,30,16,RLG360H5
HISCL,Topics Women  Gender Studies WGS337H5FLEC0101,Davis,Summer,2022,419,425,475,425,431,394,325,431,,413,30,16,WGS337H5
UMSOC,Policing SOC326H5FLEC0101,Haag,Summer,2022,418,427,455,373,427,409,309,427,,4,34,11,SOC326H5
UMBIO,Biometrics I BIO360H5FLEC0101,Wong,Summer,2022,418,435,441,422,404,357,4,343,,335,38,23,BIO360H5
UMBIO,Intro Cell  Molecular Biology BIO206H5FLEC0101,Inamoto,Summer,2022,415,454,392,431,446,4,369,362,,385,69,13,BIO206H5
CHMPS,Exploring the Solar System AST101H5FLEC0101,McGraw,Summer,2022,413,463,425,45,45,4,288,4,,363,57,8,AST101H5
ISUP,Wrtng Univ  Beyond Wrtng ISP100H5FLEC0103,Seeley,Fall,2022,41,44,49,49,5,47,29,49,,41,22,7,ISP100H5
FGI,Futr Actv Lrn Clssrm Art Intel EDS285H5SLEC0101,Alexander,Summer,2022,41,43,41,43,41,38,24,41,,41,40,7,EDS285H5
UMPOL,Gender and Politics POL368H5SLEC0101,Amani,Summer,2022,41,43,43,4,44,4,35,39,,39,41,14,POL368H5
HISCL,Latin  Greek in Sci Term CLA201H5SLEC0101,Wheaton,Summer,2022,41,45,46,45,47,42,36,44,,4,32,11,CLA201H5
UMECO,Money Banking  Fin Mark ECO349H5SLEC0101,Zhao,Summer,2022,41,45,45,44,44,41,34,43,,4,95,15,ECO349H5
UMECO,Internatnl Monetary Economics ECO365H5SLEC0101,Gagnon,Summer,2022,41,42,42,44,43,4,3,41,,44,90,14,ECO365H5
HISCL,Women Since 1800 HIS310H5SLEC0101,Jha,Summer,2022,41,43,42,4,42,38,32,34,,38,26,9,HIS310H5
UMPOL,Topics International Relations POL305H5SLEC0101,Bumgardner,Summer,2022,41,41,39,41,4,36,36,36,,4,16,8,POL305H5
IMI,MARKETING MGT1250HYLEC0101,Aggarwal,Summer,2022,41,41,44,41,41,43,4,35,,44,40,8,
IMI,MANAGERIAL ACCOUNTING MGT1222HYLEC0101,Schumann,Summer,2022,41,46,46,41,41,41,43,46,,41,40,9,
UMPOL,Can Comp Perspective POL111H5SLEC0101,Pond,Winter,2022,41,44,43,43,47,39,27,43,,46,47,7,POL111H5
UMMGT,Can Income Tax 11 MGT429H5SLEC0101,Iqbal,Winter,2022,41,43,43,4,39,41,34,37,,36,32,15,MGT429H5
UMGGR,Cities Urbanization  Develop GGR207H5SLEC9101,Walks,Winter,2022,41,4,42,35,36,38,3,36,,42,86,13,GGR207H5
UMPSY,Cognition Machinery of Mind PSY270H5SLEC9101,Burton,Winter,2022,41,42,42,39,38,38,35,36,,34,248,38,PSY270H5
ICC,Creative NonFiction WRI173H5SLEC9104,Maharajh,Winter,2022,41,41,47,41,41,37,36,4,,34,23,14,WRI173H5
MCS,Computer Organization CSC258H5SLEC9102,Petersen,Winter,2022,41,4,43,4,4,38,33,37,,37,134,32,CSC258H5
MCS,Differential Calculus MAT135H5SLEC9103,Khatchatourian,Winter,2022,41,43,46,39,42,4,34,36,,36,106,22,MAT135H5
FGI,English Grammar II LIN205H5SLEC9201,Taniguchi,Winter,2022,41,43,45,45,46,46,27,45,,42,186,22,LIN205H5
UMGGR,Cryosphere CAs Frozen Envir GGR317H5SLEC9101,Brown,Winter,2022,41,41,39,38,37,34,36,33,,34,38,9,GGR317H5
UMPHL,Critical Reasoning PHL239H5SLEC9101,Coyne,Winter,2022,41,43,45,39,39,41,27,39,,36,97,14,PHL239H5
UMMGT,Data Analytics for Management MGT270H5SLEC9103,Yung,Winter,2022,41,42,45,43,43,39,3,37,,36,55,23,MGT270H5
MCS,Data Struct Analys CSC263H5SLEC9102,Zhang,Winter,2022,41,41,41,4,39,37,35,38,,36,100,33,CSC263H5
MCS,Data Struct Analys CSC263H5SLEC9103,Sabie,Winter,2022,41,43,42,38,38,33,35,36,,33,70,19,CSC263H5
UMECO,Intro Data Anal  Appl Econome ECO220Y5YLEC9103,Zammit,Winter,2022,41,44,47,43,44,42,36,39,,36,96,17,ECO220Y5
UMMGT,Intro Internat Bus MGT491H5SLEC9101,Yousie,Winter,2022,41,42,42,39,4,38,32,39,,39,55,43,MGT491H5
HISCL,Intro Diaspora Transl II DTS202H5SLEC0101,Kelly,Winter,2022,41,43,46,42,43,43,29,44,,42,22,13,DTS202H5
UMPSY,Intro Psychology PSY100Y5YLEC9102,Urbszat,Winter,2022,41,43,41,38,39,36,34,37,,38,399,77,PSY100Y5
UMPSY,Intro Psychology PSY100Y5YLEC9103,Urbszat,Winter,2022,41,43,38,36,37,36,32,37,,37,359,96,PSY100Y5
FGI,Intro Gen Ling Sounds of Lang LIN101H5SLEC9201,Denis,Winter,2022,41,42,44,4,4,38,31,36,,35,300,61,LIN101H5
MCS,Integral Calculus MAT136H5SLEC9101,Askaripour,Winter,2022,41,42,42,41,43,37,37,32,,32,103,16,MAT136H5
UMMGT,Financial Modeling MGT341H5S PRA9101,Yung,Winter,2022,41,44,44,43,41,39,37,42,,41,43,21,MGT341H5
UMECO,Family Economics ECO433H5SLEC0101,Arteaga Cabrales,Winter,2022,41,43,44,41,43,43,3,44,,41,26,9,ECO433H5
MCS,Experimental Design STA305H5SLEC9103,Aghababaei Jazi,Winter,2022,41,43,31,46,46,33,3,37,,4,73,8,STA305H5
UMGGR,Geographic Information Systems GGR278H5SLEC9101,Zhu,Winter,2022,41,43,42,41,43,41,3,41,,41,131,19,GGR278H5
ICC,Food and Writing WRI488H5SLEC9101,Maharajh,Winter,2022,41,4,47,47,46,42,31,41,,38,26,9,WRI488H5
UMPOL,Ideas and Ideologies POL113H5SLEC0101,Amani,Winter,2022,41,42,47,39,39,36,3,37,,37,39,28,POL113H5
UMGGR,Global Weather  Climate GGR214H5SLEC9101,Murfitt,Winter,2022,41,44,43,41,4,39,35,37,,36,103,15,GGR214H5
MCS,Groups and Symmetries MAT301H5SLEC9101,Mousavidehshikh,Winter,2022,41,4,41,43,41,34,31,37,,36,40,7,MAT301H5
ISUP,utmONE Comm Among Cultures UTM115H5FLEC0101,Garbati,Fall,2022,41,44,45,41,42,41,3,42,,39,26,16,UTM115H5
UMPSY,The Science of Wellbeing PSY324H5FLEC0101,Walker,Fall,2022,41,44,43,38,38,39,32,38,,39,85,30,PSY324H5
FGI,Syntactic Patterns in Language LIN232H5FLEC0101,Troberg,Fall,2022,41,47,49,46,47,44,27,43,,41,24,9,LIN232H5
UMSOC,Sociology of Legal Careers SOC475H5FLEC0101,Berrey,Fall,2022,41,46,42,44,45,39,38,34,,4,48,10,SOC475H5
UMPSY,Psy of the Self PSY325H5FLEC0101,Walker,Fall,2022,41,45,45,41,44,39,31,39,,39,55,14,PSY325H5
UMECO,Principles of Microeconomics ECO101H5FLEC0203,Weisbrod,Fall,2022,41,42,43,4,4,36,39,35,,38,280,46,ECO101H5
MCS,Princpl Progr Languages CSC324H5FLEC0102,Harutyunyan,Fall,2022,41,39,42,38,41,38,34,35,,32,54,16,CSC324H5
MCS,Intro to Mathem Proofs MAT102H5FLEC0105,de Jong,Fall,2022,41,43,42,38,38,33,42,27,,34,96,26,MAT102H5
ENGDR,Intro to American Literature ENG251H5FLEC0101,Gniadek,Fall,2022,41,43,44,41,4,38,32,35,,35,37,21,ENG251H5
ICC,Introduction to Journalism WRI291H5FLEC0101,Alang,Fall,2022,41,43,48,45,45,41,3,44,,44,34,8,WRI291H5
